Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Number of Siblings,Feels Lonely
5,3,5,2,1,5,5,3,3,most of the day,3,20,1,female,city,1 - 2,FALSE
4,4,5,4,3,5,5,4,3,few hours a day,4,25,1,female,village,1 - 2,TRUE
5,3,5,5,5,4,5,4,1,most of the day,4,27,1,male,NaN,1 - 2,TRUE
5,2,5,4,2,4,1,2,4,few hours a day,3,21,1,female,city,1 - 2,FALSE
5,2,5,2,2,5,1,2,3,few hours a day,3,19,1,female,city,1 - 2,FALSE
5,2,3,2,2,2,2,5,3,few hours a day,4,20,1,female,village,1 - 2,TRUE
5,2,5,2,1,5,5,4,3,few hours a day,4,20,1,female,city,1 - 2,TRUE
4,1,5,3,4,5,2,3,3,few hours a day,4,19,2,female,city,1 - 2,FALSE
5,3,5,2,5,4,5,2,4,less than an hour a day,5,19,1,female,city,1 - 2,FALSE
5,2,5,5,3,3,5,3,3,few hours a day,1,21,2,female,village,1 - 2,FALSE
5,4,5,5,1,1,3,3,3,few hours a day,3,21,2,female,city,1 - 2,FALSE
5,5,5,4,2,5,5,3,2,few hours a day,5,23,1,female,village,1 - 2,FALSE
5,1,5,3,4,3,3,5,3,few hours a day,3,20,2,female,city,1 - 2,TRUE
5,1,5,5,1,5,5,2,5,few hours a day,5,21,1,female,city,1 - 2,FALSE
5,3,5,3,3,3,1,5,4,few hours a day,5,19,1,male,village,1 - 2,TRUE
5,4,5,4,1,1,2,3,3,few hours a day,1,22,1,male,city,1 - 2,FALSE
4,1,4,4,2,1,2,2,3,less than an hour a day,4,22,1,female,city,1 - 2,FALSE
5,1,5,4,4,1,2,4,3,most of the day,5,23,1,male,city,1 - 2,TRUE
4,3,5,2,1,3,5,2,3,few hours a day,2,25,1,male,city,1 - 2,FALSE
5,3,5,5,1,3,4,3,3,few hours a day,3,20,2,male,village,1 - 2,FALSE
4,1,5,1,5,5,1,2,2,few hours a day,3,19,2,female,city,1 - 2,FALSE
5,1,5,1,5,5,1,5,3,few hours a day,2,20,2,female,city,1 - 2,TRUE
5,2,5,4,4,1,5,5,2,most of the day,2,22,1,female,city,1 - 2,TRUE
5,2,5,3,2,1,1,3,3,few hours a day,4,20,1,female,village,1 - 2,FALSE
5,1,5,5,2,2,1,2,3,few hours a day,2,20,1,male,city,1 - 2,FALSE
5,5,4,3,1,5,1,3,4,less than an hour a day,4,20,1,female,village,1 - 2,FALSE
5,3,5,5,1,5,1,2,3,few hours a day,3,19,1,male,city,1 - 2,FALSE
5,1,5,3,1,1,5,4,4,few hours a day,2,18,1,female,city,1 - 2,TRUE
5,4,5,3,2,5,2,2,4,less than an hour a day,2,19,2,female,city,1 - 2,FALSE
5,1,5,2,1,1,5,4,4,few hours a day,2,17,1,female,city,1 - 2,TRUE
5,1,5,2,1,5,3,2,3,few hours a day,3,19,1,female,city,1 - 2,FALSE
5,1,4,2,1,5,2,2,4,most of the day,5,22,1,female,city,1 - 2,FALSE
5,4,5,1,1,5,5,2,3,few hours a day,3,19,2,female,city,1 - 2,FALSE
5,1,5,3,1,5,4,4,1,few hours a day,1,20,1,female,village,1 - 2,TRUE
5,4,5,3,5,4,1,4,3,few hours a day,4,18,2,male,city,1 - 2,TRUE
5,3,3,2,3,1,4,2,2,few hours a day,2,18,1,male,city,1 - 2,FALSE
5,3,5,5,2,3,2,2,3,few hours a day,2,20,1,male,city,1 - 2,FALSE
5,1,5,4,3,5,1,4,3,few hours a day,2,24,1,male,city,1 - 2,TRUE
5,3,5,3,1,5,5,3,3,few hours a day,5,22,1,female,city,1 - 2,FALSE
5,3,5,4,2,3,5,4,4,few hours a day,3,19,1,female,city,1 - 2,TRUE
5,2,5,2,3,3,5,2,4,few hours a day,2,20,1,female,city,1 - 2,FALSE
5,2,5,3,2,5,1,4,5,few hours a day,5,22,1,female,city,1 - 2,TRUE
4,4,5,2,1,5,5,3,4,few hours a day,3,19,1,female,city,1 - 2,FALSE
5,3,5,5,2,2,5,3,3,few hours a day,4,19,2,female,village,1 - 2,FALSE
5,4,5,3,3,5,3,4,4,few hours a day,2,23,1,male,city,1 - 2,TRUE
5,5,5,5,4,1,5,1,4,few hours a day,3,23,2,male,city,1 - 2,FALSE
5,5,5,4,NaN,3,NaN,2,3,few hours a day,3,22,2,male,city,1 - 2,FALSE
4,3,4,5,2,2,1,1,4,few hours a day,2,21,1,male,village,1 - 2,FALSE
5,1,4,4,1,4,1,2,3,few hours a day,4,24,1,male,village,1 - 2,FALSE
5,3,5,4,3,1,2,4,3,few hours a day,4,19,1,male,city,1 - 2,TRUE
5,1,3,1,1,4,1,1,5,less than an hour a day,1,18,1,female,city,1 - 2,FALSE
4,2,5,1,3,3,5,5,2,few hours a day,1,17,1,female,city,1 - 2,TRUE
5,4,4,3,2,3,4,3,3,few hours a day,4,21,1,male,city,1 - 2,FALSE
5,4,4,3,1,1,5,5,3,most of the day,2,22,1,female,village,1 - 2,TRUE
5,4,5,2,2,3,4,3,3,less than an hour a day,4,20,1,female,city,1 - 2,FALSE
3,5,4,2,1,5,3,2,4,few hours a day,2,21,1,female,village,1 - 2,FALSE
5,1,5,5,1,5,5,2,4,less than an hour a day,4,19,1,female,city,1 - 2,FALSE
5,1,4,2,1,4,5,5,4,few hours a day,3,21,1,female,city,1 - 2,TRUE
5,1,5,3,4,4,2,3,3,few hours a day,4,23,1,male,city,1 - 2,FALSE
4,3,3,4,4,3,2,2,4,few hours a day,5,16,1,female,village,1 - 2,FALSE
4,3,4,1,4,3,1,2,2,few hours a day,2,21,2,male,city,1 - 2,FALSE
5,2,5,4,2,5,4,3,4,few hours a day,3,20,1,female,city,1 - 2,FALSE
3,1,3,5,2,1,1,4,3,few hours a day,4,20,2,female,village,1 - 2,TRUE
4,3,5,4,3,2,2,3,2,most of the day,2,19,1,female,city,1 - 2,FALSE
5,1,5,4,1,5,2,2,3,less than an hour a day,3,20,1,female,village,1 - 2,FALSE
4,3,5,5,2,1,4,1,4,few hours a day,4,19,1,female,village,1 - 2,FALSE
5,3,5,1,1,3,2,3,2,few hours a day,4,18,2,male,village,1 - 2,FALSE
5,1,5,1,4,5,5,5,2,most of the day,5,15,1,female,village,1 - 2,TRUE
5,1,5,4,1,4,4,2,4,less than an hour a day,2,20,2,female,city,1 - 2,FALSE
5,4,5,3,1,4,5,5,1,few hours a day,1,16,1,female,village,1 - 2,TRUE
5,1,4,5,1,3,5,3,3,few hours a day,2,18,1,male,village,1 - 2,FALSE
5,2,5,3,2,2,4,3,4,few hours a day,4,21,1,female,city,1 - 2,FALSE
5,1,3,3,5,4,5,3,4,less than an hour a day,4,18,1,female,city,1 - 2,FALSE
3,3,3,1,1,1,5,5,1,few hours a day,3,22,1,male,village,1 - 2,TRUE
4,4,5,5,2,3,1,3,3,few hours a day,1,17,1,male,city,1 - 2,FALSE
4,5,4,3,5,1,1,3,3,less than an hour a day,3,20,1,male,village,1 - 2,FALSE
5,4,5,2,5,4,4,4,2,few hours a day,1,18,1,female,village,1 - 2,TRUE
5,3,5,2,1,2,4,3,5,few hours a day,3,17,1,male,city,1 - 2,FALSE
4,3,4,5,2,5,3,3,3,few hours a day,4,20,1,male,city,1 - 2,FALSE
5,1,5,3,1,2,5,5,3,few hours a day,3,28,1,female,city,1 - 2,TRUE
5,3,5,4,1,5,3,3,4,few hours a day,3,21,1,male,city,1 - 2,FALSE
5,2,5,4,1,3,3,3,4,few hours a day,5,22,1,male,city,1 - 2,FALSE
5,1,4,5,2,4,1,2,3,few hours a day,3,20,1,male,village,1 - 2,FALSE
4,1,4,2,1,3,1,2,4,few hours a day,2,18,1,male,city,1 - 2,FALSE
5,5,5,4,1,1,5,1,4,few hours a day,1,21,1,female,city,1 - 2,FALSE
5,1,5,2,2,5,5,2,3,few hours a day,4,20,2,female,city,1 - 2,FALSE
4,4,5,2,3,3,3,2,4,few hours a day,4,24,1,female,village,1 - 2,FALSE
5,3,5,5,1,5,3,3,3,few hours a day,3,19,1,female,city,1 - 2,FALSE
5,3,5,3,1,2,1,3,3,few hours a day,3,22,1,male,city,1 - 2,FALSE
5,1,5,4,1,5,3,5,3,few hours a day,3,18,1,female,city,1 - 2,TRUE
5,5,5,NaN,1,5,5,2,2,few hours a day,3,22,2,female,city,1 - 2,FALSE
5,4,5,4,5,1,2,3,2,most of the day,2,22,2,male,city,1 - 2,FALSE
5,1,5,3,1,2,2,3,4,few hours a day,4,22,2,female,village,1 - 2,FALSE
5,1,4,2,4,3,2,3,2,few hours a day,4,24,2,male,village,1 - 2,FALSE
5,4,5,3,1,3,2,2,1,most of the day,3,21,1,male,city,1 - 2,FALSE
5,2,5,4,1,4,4,4,2,few hours a day,1,21,1,male,city,1 - 2,TRUE
5,4,2,1,1,1,4,2,2,few hours a day,1,19,1,male,city,1 - 2,FALSE
5,2,5,3,4,5,2,5,3,most of the day,2,19,1,male,village,1 - 2,TRUE
5,4,5,4,2,5,5,3,4,few hours a day,4,21,2,female,city,1 - 2,FALSE
5,1,5,4,1,5,4,3,1,few hours a day,2,27,1,female,city,1 - 2,FALSE
5,1,5,3,4,5,3,4,3,few hours a day,2,18,1,female,city,1 - 2,TRUE
5,5,4,2,1,3,3,3,3,few hours a day,3,22,2,male,city,1 - 2,FALSE
5,3,5,4,3,4,3,3,3,few hours a day,3,21,2,male,village,1 - 2,FALSE
5,2,5,4,3,3,4,1,3,few hours a day,3,18,2,male,city,1 - 2,FALSE
5,3,5,1,1,1,5,5,3,few hours a day,1,19,1,female,village,1 - 2,TRUE
4,4,NaN,2,5,3,3,3,2,few hours a day,3,20,1,female,village,1 - 2,FALSE
5,1,5,4,5,5,4,5,3,most of the day,2,18,1,male,village,1 - 2,TRUE
5,1,5,1,1,5,5,2,3,less than an hour a day,3,18,1,female,village,1 - 2,FALSE
5,1,5,5,1,2,3,2,4,few hours a day,3,20,1,female,village,1 - 2,FALSE
5,2,5,5,4,5,2,3,3,few hours a day,5,18,1,female,village,1 - 2,FALSE
5,5,5,4,1,5,5,3,4,few hours a day,4,28,1,female,city,1 - 2,FALSE
5,2,4,2,1,5,2,2,3,few hours a day,5,24,1,female,village,1 - 2,FALSE
5,5,5,3,1,5,5,3,3,few hours a day,2,19,2,female,city,1 - 2,FALSE
5,1,4,1,1,1,5,1,2,less than an hour a day,3,22,1,female,city,1 - 2,FALSE
5,2,5,3,1,1,5,3,2,few hours a day,1,19,1,male,city,1 - 2,FALSE
5,3,5,2,2,5,4,4,4,few hours a day,4,18,2,female,city,1 - 2,TRUE
5,3,5,4,2,4,3,3,3,less than an hour a day,4,19,1,female,village,1 - 2,FALSE
4,5,5,2,5,3,3,3,4,few hours a day,5,19,2,male,village,1 - 2,FALSE
5,1,4,5,2,3,2,4,2,few hours a day,3,20,1,male,city,1 - 2,TRUE
5,4,5,5,1,4,3,4,4,few hours a day,2,18,1,male,city,1 - 2,TRUE
5,1,4,2,1,5,5,3,4,few hours a day,2,18,1,female,city,1 - 2,FALSE
4,3,4,2,2,2,3,5,3,few hours a day,1,19,1,male,city,1 - 2,TRUE
5,1,5,1,1,4,5,5,3,few hours a day,1,18,2,female,village,1 - 2,TRUE
5,5,2,4,1,5,1,5,3,less than an hour a day,3,21,1,female,city,1 - 2,TRUE
5,1,5,3,4,5,1,2,3,few hours a day,3,20,1,male,village,1 - 2,FALSE
5,1,4,3,1,1,3,2,4,few hours a day,2,21,1,female,city,1 - 2,FALSE
5,2,5,4,2,5,4,2,3,less than an hour a day,3,19,1,female,city,1 - 2,FALSE
5,1,5,5,2,5,2,1,3,few hours a day,2,21,1,female,city,1 - 2,FALSE
5,2,5,1,5,1,2,2,3,most of the day,3,22,1,male,city,1 - 2,FALSE
5,1,2,2,5,1,5,4,3,few hours a day,2,19,1,female,city,1 - 2,TRUE
5,3,5,3,3,1,1,3,2,few hours a day,2,25,1,male,city,1 - 2,FALSE
5,2,5,2,2,5,1,3,3,few hours a day,4,25,2,female,city,1 - 2,FALSE
5,3,5,3,4,5,5,2,3,few hours a day,3,25,1,female,city,1 - 2,FALSE
4,3,5,5,3,2,2,1,4,few hours a day,4,20,2,male,city,1 - 2,FALSE
4,1,4,4,4,2,3,3,4,few hours a day,3,24,2,female,city,1 - 2,FALSE
5,2,5,3,3,1,3,4,3,less than an hour a day,4,30,2,female,city,1 - 2,TRUE
5,1,5,5,1,3,1,3,3,few hours a day,4,21,1,male,city,1 - 2,FALSE
5,4,5,4,3,1,1,1,4,few hours a day,4,19,1,male,city,1 - 2,FALSE
5,5,5,4,4,1,1,3,2,few hours a day,3,21,1,male,city,1 - 2,FALSE
5,5,5,3,4,1,3,2,5,few hours a day,3,20,1,female,village,1 - 2,FALSE
5,1,5,5,4,5,1,1,2,less than an hour a day,3,22,1,female,city,1 - 2,FALSE
5,4,5,5,5,1,2,2,3,most of the day,3,19,1,male,village,1 - 2,FALSE
5,1,4,2,1,1,1,2,4,few hours a day,4,20,1,female,village,1 - 2,FALSE
5,3,5,5,1,5,1,4,4,most of the day,3,25,1,male,city,1 - 2,TRUE
2,1,4,2,2,4,1,4,3,less than an hour a day,2,23,2,male,village,1 - 2,TRUE
5,5,5,2,2,5,2,4,3,few hours a day,5,20,2,female,village,1 - 2,TRUE
4,2,4,5,2,3,3,3,4,few hours a day,3,20,1,female,city,1 - 2,FALSE
5,3,5,4,1,4,5,3,3,few hours a day,3,19,1,female,city,1 - 2,FALSE
5,4,5,1,1,1,1,1,3,less than an hour a day,4,21,1,female,village,1 - 2,FALSE
5,1,5,1,4,5,2,3,4,most of the day,3,21,1,female,village,1 - 2,FALSE
5,4,5,4,1,3,5,3,5,few hours a day,3,19,1,female,city,1 - 2,FALSE
5,1,5,1,2,5,1,3,3,few hours a day,3,19,1,female,city,1 - 2,FALSE
5,4,5,3,4,1,2,4,3,few hours a day,4,19,1,female,city,1 - 2,TRUE
5,5,5,5,1,1,1,3,4,few hours a day,3,22,1,male,city,1 - 2,FALSE
3,1,5,4,4,5,2,1,3,few hours a day,4,22,2,male,city,1 - 2,FALSE
5,1,5,3,4,3,4,5,3,few hours a day,1,20,1,female,city,1 - 2,TRUE
5,2,5,4,4,1,5,3,3,few hours a day,2,20,1,female,city,1 - 2,FALSE
5,1,5,1,1,1,5,5,3,few hours a day,3,19,1,female,city,1 - 2,TRUE
3,2,5,4,3,1,5,2,2,few hours a day,2,28,1,female,city,1 - 2,FALSE
5,1,5,5,3,3,1,3,4,few hours a day,2,22,1,male,city,1 - 2,FALSE
5,1,5,5,1,2,5,1,3,few hours a day,4,20,2,female,village,1 - 2,FALSE
4,4,1,1,1,1,5,3,4,less than an hour a day,3,16,1,female,city,1 - 2,FALSE
5,1,5,2,2,2,5,3,3,less than an hour a day,3,19,1,female,city,1 - 2,FALSE
5,4,5,3,3,5,2,3,4,few hours a day,3,21,2,female,city,1 - 2,FALSE
5,2,5,5,3,5,4,5,4,few hours a day,2,20,2,female,city,1 - 2,TRUE
5,1,5,2,4,1,1,3,4,few hours a day,3,19,1,female,city,1 - 2,FALSE
5,2,5,2,2,4,4,3,4,most of the day,4,20,2,female,city,1 - 2,FALSE
3,2,4,3,3,2,5,3,3,less than an hour a day,3,25,1,female,city,1 - 2,FALSE
5,1,3,3,1,1,1,1,2,less than an hour a day,3,20,1,female,city,1 - 2,FALSE
5,4,5,4,3,5,2,4,4,few hours a day,3,19,2,female,city,1 - 2,TRUE
5,2,4,3,4,1,5,4,3,few hours a day,5,21,1,female,city,1 - 2,TRUE
5,2,5,3,1,4,3,3,3,most of the day,3,25,1,female,city,1 - 2,FALSE
5,1,5,3,5,5,1,1,4,few hours a day,2,21,1,female,village,1 - 2,FALSE
5,2,5,2,2,4,2,1,4,few hours a day,2,19,1,male,city,1 - 2,FALSE
5,1,4,3,2,3,5,4,3,few hours a day,3,21,1,female,village,1 - 2,TRUE
5,2,5,3,2,5,2,2,3,most of the day,5,21,1,male,city,1 - 2,FALSE
5,5,5,3,2,4,2,2,3,most of the day,4,20,1,female,city,1 - 2,FALSE
5,2,5,2,1,5,3,2,3,few hours a day,3,20,1,female,city,1 - 2,FALSE
5,5,5,3,5,5,3,2,4,few hours a day,3,19,1,male,village,1 - 2,FALSE
5,1,5,4,1,5,5,2,4,few hours a day,3,20,1,female,city,1 - 2,FALSE
4,4,5,1,3,2,4,3,3,few hours a day,2,19,1,male,city,1 - 2,FALSE
5,3,5,3,4,4,3,2,3,few hours a day,2,19,1,female,village,1 - 2,FALSE
5,1,5,2,3,NaN,4,3,3,few hours a day,5,19,1,female,village,1 - 2,FALSE
5,1,5,3,2,5,1,3,3,few hours a day,1,22,1,male,village,1 - 2,FALSE
5,3,4,3,2,3,2,1,4,less than an hour a day,4,20,1,male,village,1 - 2,FALSE
5,3,5,1,3,5,5,1,4,less than an hour a day,3,28,2,female,city,1 - 2,FALSE
5,1,5,2,2,3,4,3,3,few hours a day,5,19,1,female,village,1 - 2,FALSE
5,4,5,1,2,3,4,4,5,less than an hour a day,3,19,1,female,village,1 - 2,TRUE
5,1,5,5,5,5,1,1,5,few hours a day,5,22,2,male,city,1 - 2,FALSE
5,1,5,3,1,5,2,3,3,few hours a day,3,20,2,female,city,1 - 2,FALSE
5,4,5,3,5,2,2,3,3,few hours a day,5,19,2,male,city,1 - 2,FALSE
5,1,5,4,1,5,1,2,3,few hours a day,1,22,2,male,city,1 - 2,FALSE
4,3,4,3,3,2,3,4,4,few hours a day,4,NaN,2,female,village,1 - 2,TRUE
5,3,3,2,1,1,4,2,5,few hours a day,3,22,1,female,city,1 - 2,FALSE
5,2,5,5,2,1,1,1,4,less than an hour a day,4,17,1,female,city,1 - 2,FALSE
4,2,5,1,3,1,5,2,4,few hours a day,4,20,1,female,village,1 - 2,FALSE
5,2,3,3,4,4,2,2,4,few hours a day,3,18,1,female,village,1 - 2,FALSE
5,4,5,3,3,1,1,4,2,most of the day,4,22,2,male,city,1 - 2,TRUE
4,1,4,4,2,2,1,3,4,few hours a day,5,19,1,female,village,1 - 2,FALSE
5,2,5,3,3,1,3,1,3,few hours a day,1,20,1,male,city,1 - 2,FALSE
3,1,3,2,5,2,1,5,3,few hours a day,3,25,1,male,village,1 - 2,TRUE
5,5,1,5,1,1,1,1,5,few hours a day,3,18,1,female,village,1 - 2,FALSE
5,2,5,3,3,3,2,3,4,few hours a day,3,25,2,male,city,1 - 2,FALSE
5,3,5,2,2,5,1,3,3,few hours a day,5,21,1,male,village,1 - 2,FALSE
5,3,5,4,5,5,2,2,4,few hours a day,2,20,2,female,city,1 - 2,FALSE
5,1,4,5,1,5,2,2,4,few hours a day,2,18,1,female,city,1 - 2,FALSE
5,1,3,2,3,5,4,4,3,few hours a day,4,20,1,male,village,1 - 2,TRUE
5,2,5,1,2,3,2,3,4,few hours a day,3,18,1,female,city,1 - 2,FALSE
5,4,4,5,1,5,2,3,4,less than an hour a day,4,19,1,male,village,1 - 2,FALSE
5,1,5,3,2,5,5,3,3,few hours a day,5,20,1,female,city,1 - 2,FALSE
5,3,5,3,2,4,2,5,3,few hours a day,2,17,1,female,city,1 - 2,TRUE
4,1,5,3,4,5,3,5,4,few hours a day,5,22,2,female,village,1 - 2,TRUE
5,2,4,5,3,5,3,3,5,few hours a day,3,16,1,female,city,1 - 2,FALSE
5,1,5,4,1,2,4,5,4,few hours a day,4,24,1,female,city,1 - 2,TRUE
5,4,5,5,3,3,1,4,2,few hours a day,3,17,1,male,city,1 - 2,TRUE
5,4,5,1,5,4,5,2,4,few hours a day,5,17,1,male,city,1 - 2,FALSE
5,5,5,3,4,5,3,2,1,few hours a day,1,17,2,male,city,1 - 2,FALSE
5,1,5,5,1,5,2,3,4,few hours a day,2,18,2,female,city,1 - 2,FALSE
5,1,4,5,1,1,5,2,3,few hours a day,4,18,2,female,village,1 - 2,FALSE
5,5,5,3,1,2,5,5,2,most of the day,1,16,1,male,village,1 - 2,TRUE
5,3,3,2,4,5,5,2,4,most of the day,3,20,1,female,city,1 - 2,FALSE
5,1,4,2,1,5,3,3,4,less than an hour a day,3,29,2,female,city,1 - 2,FALSE
5,4,5,5,1,5,1,2,3,few hours a day,1,17,1,male,city,1 - 2,FALSE
5,2,5,2,2,1,2,4,3,most of the day,1,18,1,male,city,1 - 2,TRUE
5,3,5,3,1,3,5,1,5,few hours a day,3,18,1,female,city,1 - 2,FALSE
5,4,5,1,3,5,1,3,4,few hours a day,3,19,2,male,city,1 - 2,FALSE
5,4,4,3,2,5,3,2,3,less than an hour a day,3,20,1,female,city,1 - 2,FALSE
5,1,4,4,1,1,5,3,4,few hours a day,1,20,1,male,city,1 - 2,FALSE
4,1,5,4,1,2,1,4,4,few hours a day,1,20,1,female,city,1 - 2,TRUE
4,2,4,4,2,3,2,2,3,few hours a day,3,20,1,male,village,1 - 2,FALSE
5,2,5,3,1,5,4,3,4,few hours a day,4,21,1,female,city,1 - 2,FALSE
5,1,5,4,5,5,2,4,1,few hours a day,3,16,1,female,village,1 - 2,TRUE
5,1,3,5,1,5,5,4,2,less than an hour a day,3,19,1,female,city,1 - 2,TRUE
5,1,5,3,1,5,3,2,4,few hours a day,3,18,1,female,village,1 - 2,FALSE
5,5,5,4,4,4,1,1,3,few hours a day,1,23,1,male,city,1 - 2,FALSE
5,1,5,3,1,4,5,2,4,few hours a day,3,22,1,female,city,1 - 2,FALSE
5,1,3,3,3,2,1,2,3,most of the day,4,18,1,female,city,1 - 2,FALSE
5,2,5,3,3,4,5,3,3,few hours a day,2,16,1,male,city,1 - 2,FALSE
4,1,5,5,2,3,1,2,4,few hours a day,4,20,1,male,city,1 - 2,FALSE
4,1,5,4,5,5,4,4,4,few hours a day,4,25,1,female,city,1 - 2,TRUE
5,1,5,4,1,1,3,3,1,few hours a day,3,18,2,female,city,1 - 2,FALSE
5,4,5,3,4,5,5,4,4,few hours a day,4,15,1,female,city,1 - 2,TRUE
5,1,5,2,5,1,5,5,4,few hours a day,4,19,2,female,city,1 - 2,TRUE
5,4,4,3,2,3,3,3,4,few hours a day,3,19,2,female,city,1 - 2,FALSE
5,5,3,1,2,5,3,4,4,few hours a day,3,19,1,male,city,1 - 2,TRUE
2,2,5,2,2,3,2,3,3,few hours a day,2,15,1,male,city,1 - 2,FALSE
5,2,5,3,1,3,5,2,4,few hours a day,3,20,1,female,city,1 - 2,FALSE
5,5,5,5,5,5,2,2,4,few hours a day,3,20,2,male,village,1 - 2,FALSE
5,1,5,3,1,1,1,3,4,less than an hour a day,3,19,1,female,village,1 - 2,FALSE
5,4,5,3,2,5,5,2,4,few hours a day,3,17,2,female,city,1 - 2,FALSE
5,4,5,2,3,5,3,3,3,few hours a day,3,17,1,male,village,1 - 2,FALSE
5,1,5,5,1,3,5,3,4,few hours a day,5,19,2,female,city,1 - 2,FALSE
5,NaN,5,3,1,5,1,3,4,few hours a day,4,18,1,female,NaN,1 - 2,FALSE
4,2,5,5,2,5,4,3,4,less than an hour a day,4,19,2,male,city,1 - 2,FALSE
5,2,5,5,1,5,5,3,3,few hours a day,1,20,2,female,city,1 - 2,FALSE
5,5,4,4,4,5,2,2,3,less than an hour a day,4,17,1,male,village,1 - 2,FALSE
5,2,5,4,4,1,5,3,5,few hours a day,4,19,1,male,city,1 - 2,FALSE
5,3,5,5,1,3,1,3,4,few hours a day,5,20,2,male,village,1 - 2,FALSE
5,1,5,4,2,5,5,2,3,few hours a day,3,19,2,female,village,1 - 2,FALSE
5,1,5,4,5,2,2,4,4,few hours a day,3,23,1,female,city,1 - 2,TRUE
5,3,5,1,5,1,1,3,5,most of the day,4,19,1,male,city,1 - 2,FALSE
4,4,4,3,1,1,1,2,2,most of the day,3,20,2,male,city,1 - 2,FALSE
5,3,5,3,4,4,3,1,5,few hours a day,4,20,1,female,city,1 - 2,FALSE
5,1,5,4,1,5,1,1,3,less than an hour a day,4,19,1,female,village,1 - 2,FALSE
4,2,4,5,5,3,1,1,3,few hours a day,3,18,1,male,city,1 - 2,FALSE
5,1,5,1,1,2,3,4,3,few hours a day,3,19,1,male,city,1 - 2,TRUE
5,1,5,2,1,5,5,2,4,few hours a day,1,20,1,female,city,1 - 2,FALSE
5,NaN,5,2,3,1,5,2,3,few hours a day,4,20,2,female,city,1 - 2,FALSE
5,1,5,3,5,5,5,3,4,few hours a day,4,16,1,female,village,1 - 2,FALSE
5,3,5,2,1,5,5,4,4,few hours a day,1,21,1,female,city,1 - 2,TRUE
2,2,5,2,2,3,1,2,3,most of the day,3,20,2,male,city,1 - 2,FALSE
5,2,5,5,1,3,5,3,4,few hours a day,5,19,2,female,city,1 - 2,FALSE
2,2,5,3,2,1,4,4,4,few hours a day,4,20,2,male,city,1 - 2,TRUE
5,1,5,4,2,3,3,4,4,few hours a day,3,18,1,female,city,1 - 2,TRUE
5,1,5,4,3,1,2,2,2,few hours a day,3,20,5,male,city,3+,FALSE
5,3,5,1,3,3,4,1,3,few hours a day,1,15,3,female,city,3+,FALSE
5,1,4,4,4,1,1,2,3,less than an hour a day,4,22,6,female,city,3+,FALSE
5,1,4,4,3,5,1,3,3,few hours a day,1,18,4,female,city,3+,FALSE
5,1,4,1,4,3,5,3,1,few hours a day,3,27,3,male,city,3+,FALSE
5,2,4,3,1,1,3,3,4,few hours a day,3,20,5,male,city,3+,FALSE
5,1,5,4,1,5,2,2,3,few hours a day,2,19,3,female,village,3+,FALSE
5,3,5,3,1,1,3,4,5,most of the day,3,20,3,male,village,3+,TRUE
5,1,5,3,4,2,1,3,4,few hours a day,4,27,3,male,village,3+,FALSE
5,5,3,5,5,3,1,1,3,few hours a day,3,20,3,male,city,3+,FALSE
5,2,3,3,2,4,3,3,3,few hours a day,4,21,3,male,city,3+,FALSE
5,4,5,1,5,4,1,1,3,few hours a day,4,22,3,male,city,3+,FALSE
5,1,5,2,4,4,2,4,4,most of the day,3,18,3,female,city,3+,TRUE
5,4,5,5,5,5,1,3,3,few hours a day,5,20,3,male,village,3+,FALSE
5,1,5,3,3,5,5,5,3,few hours a day,1,17,3,female,village,3+,TRUE
5,2,5,4,3,5,5,3,2,few hours a day,3,19,3,female,city,3+,FALSE
5,4,4,3,3,1,2,2,4,few hours a day,1,21,3,female,village,3+,FALSE
5,3,5,2,1,4,2,4,2,most of the day,3,30,3,male,city,3+,TRUE
5,5,5,2,2,5,5,4,4,few hours a day,4,23,4,female,city,3+,TRUE
5,2,3,1,1,2,1,1,2,few hours a day,3,19,4,male,city,3+,FALSE
4,4,5,4,5,5,1,1,4,less than an hour a day,3,27,5,male,village,3+,FALSE
5,1,5,2,3,1,1,2,3,few hours a day,2,20,3,male,village,3+,FALSE
5,1,4,3,4,3,2,1,4,few hours a day,2,20,3,male,city,3+,FALSE
5,1,4,3,5,1,1,1,5,less than an hour a day,5,19,3,female,city,3+,FALSE
5,3,5,2,3,1,3,2,4,most of the day,2,22,6,male,village,3+,FALSE
4,1,5,3,4,5,4,2,5,few hours a day,4,18,3,female,village,3+,FALSE
5,1,5,3,3,2,3,2,3,few hours a day,4,19,3,female,city,3+,FALSE
5,3,5,3,2,1,1,2,3,most of the day,5,22,3,male,city,3+,FALSE
5,1,5,4,1,5,1,3,3,few hours a day,2,19,3,female,village,3+,FALSE
5,1,5,4,1,2,1,5,4,few hours a day,4,24,10,female,city,3+,TRUE
5,3,5,2,NaN,4,1,3,3,few hours a day,1,19,3,male,village,3+,FALSE
5,3,5,4,1,5,5,1,3,few hours a day,1,20,4,female,city,3+,FALSE
5,1,5,3,3,5,2,3,4,less than an hour a day,4,19,4,female,city,3+,FALSE
5,5,3,3,1,1,4,5,5,few hours a day,1,19,3,male,city,3+,TRUE
5,2,5,2,5,3,2,1,3,few hours a day,3,19,4,female,village,3+,FALSE
5,1,5,5,5,1,1,4,5,few hours a day,3,18,3,female,city,3+,TRUE
